dataset,target_data_usage,model,method,variant,acc_mean,acc_std,runtime_sec_sum,baseline_variant,baseline_acc_mean,p_value,p_holm,effect_rank_biserial,neg_transfer_ratio,p_vs_ea,p_holm_vs_ea,effect_vs_ea,p_vs_tsa,p_holm_vs_tsa,effect_vs_tsa
bci_iv_2a,online_prefix_unlabeled,csp_lda,identity,identity,0.41550925925925924,0.14373857224436581,196.8542987476103,identity,0.41550925925925924,,,,,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ea,ea,0.4598765432098766,0.15185873262414396,238.37907647900283,identity,0.41550925925925924,0.07421875,1.0,0.6888888888888889,0.1111111111111111,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ra,ra,0.47183641975308643,0.12417982327951185,250.5212889481336,identity,0.41550925925925924,0.07421875,1.0,0.6888888888888889,0.2222222222222222,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ra_riemann,ra_riemann,0.47337962962962965,0.1256013697755967,185.10701899556443,identity,0.41550925925925924,0.078125,1.0,0.7222222222222222,0.1111111111111111,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,coral,coral,0.4710648148148149,0.12431695129328914,255.61602176958695,identity,0.41550925925925924,0.07421875,1.0,0.6888888888888889,0.2222222222222222,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa,0.40065586419753085,0.10543490747107664,750.0365730132908,identity,0.41550925925925924,0.5703125,1.0,-0.24444444444444444,0.5555555555555556,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_no_spec,0.4068287037037037,0.10276106048351939,781.5179909090512,identity,0.41550925925925924,0.734375,1.0,-0.15555555555555556,0.5555555555555556,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_no_damp,0.44830246913580246,0.14759951127976004,745.5063436478376,identity,0.41550925925925924,0.12890625,1.0,0.6,0.1111111111111111,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_no_energy,0.4054783950617284,0.10091537332276883,789.4941852279007,identity,0.41550925925925924,0.71484375,1.0,-0.15555555555555556,0.5555555555555556,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_trigger,0.40065586419753085,0.10543490747107664,787.5398868289776,identity,0.41550925925925924,0.5703125,1.0,-0.24444444444444444,0.5555555555555556,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ea_pp,ea_pp,0.458912037037037,0.1451678557949234,1181.130612472538,identity,0.41550925925925924,0.09765625,1.0,0.6444444444444445,0.1111111111111111,0.9453125,1.0,-0.05555555555555555,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ea_pp,ea_pp_no_spec,0.4643132716049383,0.1511541505023183,1205.952047971543,identity,0.41550925925925924,0.0546875,1.0,0.7333333333333333,0.1111111111111111,0.515625,1.0,0.26666666666666666,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ea_pp,ea_pp_no_energy,0.4585262345679012,0.14871502961371302,1129.3834606898017,identity,0.41550925925925924,0.07421875,1.0,0.6888888888888889,0.1111111111111111,0.890625,1.0,-0.06666666666666667,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ea_pp,ea_pp_k0,0.4598765432098766,0.15185873262414396,1104.1792228785343,identity,0.41550925925925924,0.07421875,1.0,0.6888888888888889,0.1111111111111111,1.0,1.0,0.0,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,coral_safe,coral_safe_v1,0.4834104938271605,0.12928232969426356,169.89150856016204,identity,0.41550925925925924,0.015625,0.484375,0.9444444444444444,0.1111111111111111,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_damp0p05_lr0_15,0.3736496913580247,0.09343511361423099,747.5096964249387,identity,0.41550925925925924,0.21875,1.0,-0.4888888888888889,0.6666666666666666,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_damp0p1_lr0_15,0.3844521604938272,0.09679154636973936,765.5060853553005,identity,0.41550925925925924,0.546875,1.0,-0.2777777777777778,0.4444444444444444,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_damp0p2_lr0_15,0.4153163580246914,0.11068228397972484,760.3113035457209,identity,0.41550925925925924,1.0,1.0,-0.022222222222222223,0.4444444444444444,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_final_v1,0.44984567901234573,0.10731794546131793,303.9300545225851,identity,0.41550925925925924,0.21875,1.0,0.5714285714285714,0.2222222222222222,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_final_v2,0.4662422839506173,0.12533144447313516,360.0303675411269,identity,0.41550925925925924,0.12890625,1.0,0.6,0.2222222222222222,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_no_damp_lr0_1,0.46643518518518523,0.16698058905149596,758.5775239127688,identity,0.41550925925925924,0.07421875,1.0,0.6888888888888889,0.2222222222222222,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_no_damp_lr0_15,0.47357253086419754,0.16563213759628706,780.4735842044465,identity,0.41550925925925924,0.0546875,1.0,0.7333333333333333,0.1111111111111111,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_no_damp_lr0_15_no_energy,0.4731867283950617,0.16498562474076067,739.7412788383663,identity,0.41550925925925924,0.0546875,1.0,0.7333333333333333,0.1111111111111111,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_no_damp_lr0_15_no_spec,0.4618055555555556,0.16627059782011935,780.3352864943445,identity,0.41550925925925924,0.09765625,1.0,0.6444444444444445,0.1111111111111111,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_no_damp_lr0_15_tau4,0.42727623456790126,0.15024746408877027,773.277756028343,identity,0.41550925925925924,0.55078125,1.0,0.24444444444444444,0.4444444444444444,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_no_damp_lr0_2,0.4438657407407407,0.1467296364980567,697.8641632609069,identity,0.41550925925925924,0.12890625,1.0,0.6,0.1111111111111111,,,,,,
